First Name,Last Name,Title,Account Name,Status
Patrick,ONeill,"Managing Director, Venture Capital Investments","Connecticut Innovations, Inc.",Active Member Firm
Matthew,Bloom,Investment Associate,"Connecticut Innovations, Inc.",Active Member Firm
Matt,McCooe,CEO,"Connecticut Innovations, Inc.",Active Member Firm
Tamyra,Davis,Senior Investment Specialist,"Connecticut Innovations, Inc.",Active Member Firm
Wenping,Zhou,,"Connecticut Innovations, Inc.",Active Member Firm
Tim,Hsia,Partner,Context Ventures,Active Member Firm
Rik,Mersai,Analyst,Correlation Ventures,Active Member Firm
Wesley,Barrow,Venture Partner,Correlation Ventures,Active Member Firm
Jared,Luttrell,Controller,Correlation Ventures,Active Member Firm
David,Coats,Partner,Correlation Ventures,Active Member Firm
Grace,Chui-Miller,Chief Financial Officer,Correlation Ventures,Active Member Firm
Trevor,Kienzle,Managing Director,Correlation Ventures,Active Member Firm
Anu,Pathria,"Partner, Analytics",Correlation Ventures,Active Member Firm
Collin,West,Associate,Correlation Ventures,Active Member Firm
Alexa,Hampton,Controller,Correlation Ventures,Active Member Firm
Kelsey,Reilly,Office Manager,Correlation Ventures,Active Member Firm
Mike,Moradi,General Partner,Cortado Ventures,Active Member Firm
Nathaniel,Harding,Managing Partner,Cortado Ventures,Active Member Firm
Taylor,Brooks,,Cortado Ventures,Active Member Firm
Hailey,Moxley,Fund accountant,Cortado Ventures,Active Member Firm
Susan,Moring,Principal,Cortado Ventures,Active Member Firm
Deborah,Moorad,Entrepreneur in Residence,Cortado Ventures,Active Member Firm
Rodd,Moesel,OK Farm Bureau fund manager,Cortado Ventures,Active Member Firm
Simone,Sparks,Executive Assistant,Cortado Ventures,Active Member Firm
Amarie,Bartel,OK Farm Bureau Fund Manager,Cortado Ventures,Active Member Firm
Matt,Waraich,Associate,Cortado Ventures,Active Member Firm
Mansi,Patel,Analyst,Cortado Ventures,Active Member Firm
Cody,Merrill,Venture Executive,Cortado Ventures,Active Member Firm
JD,Baker,Platform Manager,Cortado Ventures,Active Member Firm
Greg,Sands,Managing Partner,Costanoa Ventures,Active Member Firm
John,Cowgill,Partner,Costanoa Ventures,Active Member Firm
Casey,Aylward,Principal,Costanoa Ventures,Active Member Firm
Jim,Wilson,Operating Partner,Costanoa Ventures,Active Member Firm
Michelle,McHargue,Operating Partner,Costanoa Ventures,Active Member Firm
Nancy,Katz,Investor Relations Director,Costanoa Ventures,Active Member Firm
Tony,Liu,Partner,Costanoa Ventures,Active Member Firm
Amy,Cheetham,Partner,Costanoa Ventures,Active Member Firm
McKenzie,Parks,Associate,Costanoa Ventures,Active Member Firm
Taylor,Bernal,Marketing Director,Costanoa Ventures,Active Member Firm
Madison,Hawkinson,Vice President,Costanoa Ventures,Active Member Firm
Neill,Occhiogrosso,Partner,Costanoa Ventures,Active Member Firm
Mike,Albang,cfo,Costanoa Ventures,Active Member Firm
Martina,Lauchengco,Operating Partner,Costanoa Ventures,Active Member Firm
Pamela,Magie,Operations Director,Costanoa Ventures,Active Member Firm
Rachel,Quon,Marketing Director,Costanoa Ventures,Active Member Firm
Mark,Selcow,General Partner,Costanoa Ventures,Active Member Firm
Andy,Huang,Finance Manager,Costanoa Ventures,Active Member Firm
,Quintana,,Cottonwood Technology Fund,Active Member Firm
Dave,Blivin,Managing Partner,Cottonwood Technology Fund,Active Member Firm
Lainy,Painter,,Craft Ventures,Active Member Firm
Chris,Massey,"Operating Partner, Policy",Craft Ventures,Active Member Firm
Sarah,Blanchard,,Craft Ventures,Active Member Firm
Samuel,Jakola,"Operating Partner, Head of Talent",Craft Ventures,Active Member Firm
Rosie,Staes,Senior Associate,"Cross Creek Advisors, LLC",Active Member Firm
Crystal,Valentine,Partner,"Cross Creek Advisors, LLC",Active Member Firm
Phoebe,Hailey,Senior Advisor,"Cross Creek Advisors, LLC",Active Member Firm
Christine,Kidd,Office Manager,"Cross Creek Advisors, LLC",Active Member Firm
Molly,Lynn,Director,"Cross Creek Advisors, LLC",Active Member Firm
Erika,Morgan,Senior Associate,"Cross Creek Advisors, LLC",Active Member Firm
Romana,Brown,Senior Operations Manager,"Cross Creek Advisors, LLC",Active Member Firm
Jillian,Sitka,,"Cross Creek Advisors, LLC",Active Member Firm
Karey,Barker,Managing Director,"Cross Creek Advisors, LLC",Active Member Firm
Peter,Jarman,Managing Director,"Cross Creek Advisors, LLC",Active Member Firm
Tyler,Christenson,Managing Director,"Cross Creek Advisors, LLC",Active Member Firm
Charles,Smart,Partner,"Cross Creek Advisors, LLC",Active Member Firm
Barbara,Reininger,Director - Finance & Operations,"Cross Creek Advisors, LLC",Active Member Firm
Bill,Park,Partner,"Cross Creek Advisors, LLC",Active Member Firm
Bridget,Harding,EA for David Silverman,Crosslink Capital,Active Member Firm
Samantha,Wang,Venture Partner,Crosslink Capital,Active Member Firm
Gabby,Contro,Partner,Crosslink Capital,Active Member Firm
Emily,Judson,,Crosslink Capital,Active Member Firm
Matt,Bigge,Partner,Crosslink Capital,Active Member Firm
Nicole,Magalit,,Crosslink Capital,Active Member Firm
Phil,Boyer,Partner,Crosslink Capital,Active Member Firm
Tobias,Nilsson-Roos,,Crosslink Capital,Active Member Firm
Anisha,Suterwala,,Crosslink Capital,Active Member Firm
Sofia,Montoya,,Crosslink Capital,Active Member Firm
Anduena,Zhubi,,Crosslink Capital,Active Member Firm
Alain,Harrus,Partner,Crosslink Capital,Active Member Firm
James,Feuille,Partner,Crosslink Capital,Active Member Firm
Gary,Hromadko,Partner,Crosslink Capital,Active Member Firm
Mihaly,Szigeti,Chief Compliance Officer,Crosslink Capital,Active Member Firm
David,Silverman,Partner,Crosslink Capital,Active Member Firm
Nick,Mignano,Partner,Crosslink Capital,Active Member Firm
Jim,McLean,Venture Partner,Crosslink Capital,Active Member Firm
Carl,Rydbeck,Vice President,Crosslink Capital,Active Member Firm
Sy,Kaufman,Founder,Crosslink Capital,Active Member Firm
Michael,Stark,Partner,Crosslink Capital,Active Member Firm
Nancy,Payne,Fund Administrator,Crosslink Capital,Active Member Firm
Eric,Chin,Partner,Crosslink Capital,Active Member Firm
David,Courtney,General Partner & chief Operating Officer,Crosslink Capital,Active Member Firm
Caroline,Broder,Associate,Crosslink Capital,Active Member Firm
Maureen,Offer,Chief Financial Officer,Crosslink Capital,Active Member Firm
Jane,Dunigan-Smith,Senior Vice President & Chief Strategy Officer,Crossroads Health Ventures,Active Member Firm
Chelsea,Linder,VP Innovation & Entrepreneurship,Crossroads Health Ventures,Active Member Firm
Samantha,Ginther,Principal,Crossroads Health Ventures,Active Member Firm
Quinn,Burch,Director of Investor Relations,CRV,Active Member Firm
Dylan,Morris,Partner,CRV,Active Member Firm
Reid,Christian,Managing Partner,CRV,Active Member Firm
Justine,Moore,Analyst,CRV,Active Member Firm
Olivia,Moore,Analyst,CRV,Active Member Firm
Murat,Bicer,Managing General Partner,CRV,Active Member Firm
Albert,Koh,,CRV,Active Member Firm
Hillary,Frank,Head of Community,CRV,Active Member Firm
MayC,Huang,,CRV,Active Member Firm
Erica,Van,,CRV,Active Member Firm
Kristin,Baker Spohn,Partner,CRV,Active Member Firm
Anna,Khan,Partner,CRV,Active Member Firm
Matt,Heiman,,CRV,Active Member Firm
Sachin,Sood,CFO,CRV,Active Member Firm
Adam,Amero,Chief Financial Officer,CRV,Active Member Firm
William,Tai,Partner Emeritus,CRV,Active Member Firm
Saar,Gur,Managing General Partner,CRV,Active Member Firm
Jon,Auerbach,Partner,CRV,Active Member Firm
Devdutt,Yellurkar,Partner,CRV,Active Member Firm
Max,Gazor,Managing General Partner,CRV,Active Member Firm
Annie,Kadavy,Partner,CRV,Active Member Firm
Adam,Enbar,,CRV,Active Member Firm
Rafeal,Corrales,Partner,CRV,Active Member Firm
Izhar,Armony,Managing General Partner,CRV,Active Member Firm
Richard,Burnes,Partner Emeritus,CRV,Active Member Firm
Ted,Dintersmith,Partner Emeritus,CRV,Active Member Firm
Michael,Zak,Partner Emeritus,CRV,Active Member Firm
Bruce,Sachs,Partner,CRV,Active Member Firm
Chris,Baldwin,Partner Emeritus,CRV,Active Member Firm
Sarah,Reed,General Counsel,CRV,Active Member Firm
Vita,Spakevicius,Analyst,CRV,Active Member Firm
Tanya,White,Director of Marketing,CRV,Active Member Firm
Jon,Auerbach,Managing General Partner,CRV,Active Member Firm
Vean,Chen,,CRV,Active Member Firm
Jennifer,Naylor,Chief Financial Officer,"Cultivian Sandbox Ventures Management, LLC",Dropped
Dan,Phillips,Managing Director,"Cultivian Sandbox Ventures Management, LLC",Dropped
Alex,Kleiman,Counsel,"Cultivian Sandbox Ventures Management, LLC",Dropped
Ariel,Choi,General Counsel,"Cultivian Sandbox Ventures Management, LLC",Dropped
Taryn,Goodman Gallery,Managing Director,"Cultivian Sandbox Ventures Management, LLC",Dropped
Kelly,Carlquist,Vice President,"Cultivian Sandbox Ventures Management, LLC",Dropped
Anita,Umarji,"Partner, Head of Investor Relations","Cultivian Sandbox Ventures Management, LLC",Dropped
Andy,Ziolkowski,Managing director,"Cultivian Sandbox Ventures Management, LLC",Dropped
Ron,Meeusen,Managing Director,"Cultivian Sandbox Ventures Management, LLC",Dropped
Kevin,Zussman,Vice President,"Cultivian Sandbox Ventures Management, LLC",Dropped
Max,Eisenberg,Vice President & General Counsel,"Cultivian Sandbox Ventures Management, LLC",Dropped
Vanessa,Rollings,CFO,"Cultivian Sandbox Ventures Management, LLC",Dropped
Shannon,Leutheuser,General Counsel,"Cultivian Sandbox Ventures Management, LLC",Dropped
Megan,Jenkins,,"Cultivian Sandbox Ventures Management, LLC",Dropped
Keenan,Weatherford,Legal Counsel,"Cultivian Sandbox Ventures Management, LLC",Dropped
Cultivan Sandbox,Accounting,,"Cultivian Sandbox Ventures Management, LLC",Dropped
Meghan,Wood,VP of Business Development,CureDuchenne,Active Member Firm
Debra,Debra Miller,CEO,CureDuchenne,Active Member Firm
Lianna,Orlando,"VP of Research, Partner CureDuchenne Ventures",CureDuchenne,Active Member Firm
Mike,Michael Kelly,Chief Scientific Advisor,CureDuchenne,Active Member Firm
Brad,Hodges,Partner,CureDuchenne,Active Member Firm
Po-Ting,Liu,Ventures Associate,CureDuchenne,Active Member Firm
Vijay,Patel,"VP & Managing Director, CVSHV",CVS Health Ventures,Active Member Firm
Lily,Wu,,CVS Health Ventures,Active Member Firm
Carter,Prince,Director,CVS Health Ventures,Active Member Firm
Alex,Ramos,Senior Analyst,CVS Health Ventures,Active Member Firm
Jacob,Turkowski,Associate,CVS Health Ventures,Active Member Firm
Alyssa,Resiner,Principal,CVS Health Ventures,Active Member Firm
Faraz,Rahman,Manager,CVS Health Ventures,Active Member Firm
Alex,James,Executive Director,CVS Health Ventures,Active Member Firm
Dani,Bradnan,Senior Manager,CVS Health Ventures,Active Member Firm
Donna,Ghafouri,Evecutive Assistant,DBL Partners,Active Member Firm
Glenn,Poppe,Associate,DBL Partners,Active Member Firm
Yael,Gilboa,Associate,DBL Partners,Active Member Firm
Liz,Fraser,Admin Asst,DBL Partners,Active Member Firm
Becky,Cooper,CFO,DBL Partners,Active Member Firm
Jake,Harris,Principal,DBL Partners,Active Member Firm
Vincent,Caruso,Principal,DBL Partners,Active Member Firm
Mikal,Lewis,Associate,DBL Partners,Active Member Firm
Paula,Uniacke,Director of Impact,DBL Partners,Active Member Firm
Mikaela,Bradbury,Associate,DBL Partners,Active Member Firm
Cynthia,Ringo,Senior Partner,DBL Partners,Active Member Firm
Nancy,Pfund,Managing Partner,DBL Partners,Active Member Firm
Mark,Perutz,Partner,DBL Partners,Active Member Firm
Patrick,Sagisi,Venture Investor,DBL Partners,Active Member Firm
Lisa,Hagerman,Director of Programs,DBL Partners,Active Member Firm
Ira,Ehrenpreis,Managing Partner,DBL Partners,Active Member Firm
Marc,van den Berg,Partner,DBL Partners,Active Member Firm
Carol,Wong,CAO,DBL Partners,Active Member Firm
Lisa,Li,,DCM Ventures,Active Member Firm
Kanako,Honda,Investment Manager,DCM Ventures,Active Member Firm
Nan,Bai,Investment VP,DCM Ventures,Active Member Firm
Fiona,Huang,Partner,DCM Ventures,Active Member Firm
Ibrahim,AlSuwaidi,Principal,DCM Ventures,Active Member Firm
George,Zhou,Investment VP,DCM Ventures,Active Member Firm
Katherine,Zhang,Investment VP,DCM Ventures,Active Member Firm
Miki,Sarumaru,Investment Manager,DCM Ventures,Active Member Firm
Bobby,Kwon,Associate,DCM Ventures,Active Member Firm
Michelle,Nie,Investment Manager,DCM Ventures,Active Member Firm
Shawn,Niu,Associate,DCM Ventures,Active Member Firm
Jeffery,Wang,Investment Manager,DCM Ventures,Active Member Firm
Gloria,Zhang,Investment Manger,DCM Ventures,Active Member Firm
Thomas,Blaisdell,General Partner,DCM Ventures,Active Member Firm
David,Chao,Co-Founder and General Partner,DCM Ventures,Active Member Firm
Peter,Moran,General Partner,DCM Ventures,Active Member Firm
Rudolph,Rehm,Finance Partner,DCM Ventures,Active Member Firm
Ruby,Lu,General Partner,DCM Ventures,Active Member Firm
Hurst,Lin,General Partner,DCM Ventures,Active Member Firm
Matthew,Bonner,Chief Operating Officer & Legal Partner,DCM Ventures,Active Member Firm
Scott,Alberts,Partner,DCM Ventures,Active Member Firm
Andre,Levi,Chief Financial Officer & Partner,DCM Ventures,Active Member Firm
Osuke,Honda,General Partner,DCM Ventures,Active Member Firm
Jason,Krikorian,General Partner,DCM Ventures,Active Member Firm
Ramon,Zeng,General Partner,DCM Ventures,Active Member Firm
Tony,Zhang,Investment VP,DCM Ventures,Active Member Firm
Margaret,Feng,Analyst,DCM Ventures,Active Member Firm
Francis,Kao,Investment Manager,DCM Ventures,Active Member Firm
Keisuke,Yamakoshi,Investment Manager,DCM Ventures,Active Member Firm
Li,Chen,Associate,DCM Ventures,Active Member Firm
David,Cheng,Partner,DCM Ventures,Active Member Firm
Sara,Wei,Investment VP,DCM Ventures,Active Member Firm
Kyle,Lui,Partner,DCM Ventures,Active Member Firm
Jeff,Lee,Principal,DCM Ventures,Active Member Firm
Ray,Zhao,Partner,DCM Ventures,Active Member Firm
Joanne,Zhuo,,DCM Ventures,Active Member Firm
Kenichiro,Hara,Partner,DCM Ventures,Active Member Firm
Dixon,Doll,Partner Emeritus,DCM Ventures,Active Member Firm
,NA,,Dcode Capital,Active Member Firm
,NA,,Dcode Capital,Active Member Firm
Meg,Vorland,Managing Partner,Dcode Capital,Active Member Firm
Meagan,Metzger,Managing Partner,Dcode Capital,Active Member Firm
Rebecca,Gevalt,Managing Partner,Dcode Capital,Active Member Firm
,remove,,DCVC (formerly Data Collective),Active Member Firm
Scott,James,General Counsel,DCVC (formerly Data Collective),Active Member Firm
Spencer,Punter,CFO,DCVC (formerly Data Collective),Active Member Firm
Spencer,Punter,"COO, Partner",DCVC (formerly Data Collective),Active Member Firm
Zachary,Bogue,Managing Partner,DCVC (formerly Data Collective),Active Member Firm
Matt,Ocko,Managing Partner,DCVC (formerly Data Collective),Active Member Firm
Kiersten,Stead,Managing Partner,DCVC (formerly Data Collective),Active Member Firm
John,Hamer,Managing Partner,DCVC (formerly Data Collective),Active Member Firm
James,Hardiman,General Partner,DCVC (formerly Data Collective),Active Member Firm
Scott,Barclay,Partner,DCVC (formerly Data Collective),Active Member Firm
Alan,Cohen,General Partner,DCVC (formerly Data Collective),Active Member Firm
Pat,McCauley,,DCVC (formerly Data Collective),Active Member Firm
Jason,Pontin,General Partner,DCVC (formerly Data Collective),Active Member Firm
Matt,Trevithick,Partner,DCVC (formerly Data Collective),Active Member Firm
Ali,Tamaseb,General Partner,DCVC (formerly Data Collective),Active Member Firm
Cam,Linke,,DCVC (formerly Data Collective),Active Member Firm
Matt,O'Connell,,DCVC (formerly Data Collective),Active Member Firm
Jeff,Phaneuf,,DCVC (formerly Data Collective),Active Member Firm
DCVC,Accounting,,DCVC (formerly Data Collective),Active Member Firm
Ryan,Ward,Chief Legal Officer,DCVC (formerly Data Collective),Active Member Firm
Dan,Kimerling,Managing Partner,Deciens,Active Member Firm
Ishan,Sachdev,Partner,Deciens,Active Member Firm
Kat,Jumilla,,Deciens,Active Member Firm
Aelin,Kim,VP Finance & Administration,Deciens,Active Member Firm
Crystal,Wright,Associate,Deerfield Management Company LP,Active Member Firm
Shannon,Plumstead,"Director, Partnership & Communications",Deerfield Management Company LP,Active Member Firm
Karin,Eskenazi,Partnership and Communications Manager,Deerfield Management Company LP,Active Member Firm
David,Clark,Partner and General Counsel,Deerfield Management Company LP,Active Member Firm
Dave,Greenwald,"Vice President, Business Development",Deerfield Management Company LP,Active Member Firm
Andrew,Steinsapir,,Deerfield Management Company LP,Active Member Firm
James,Flynn,General Partner,Deerfield Management Company LP,Active Member Firm
Bill,Slattery,Partner,Deerfield Management Company LP,Active Member Firm
Jeff,Kaplan,Partner,Deerfield Management Company LP,Active Member Firm
Alex,Karnal,Partner,Deerfield Management Company LP,Active Member Firm
Jonathan,Isler,Chief Financial Officer,Deerfield Management Company LP,Active Member Firm
Karen,Heidelberger,Chief Partnership and Communications Officer & Partner,Deerfield Management Company LP,Active Member Firm
Jennifer,Pearson,Chief Human Resources and Employment Counsel,Deerfield Management Company LP,Active Member Firm
Jonathan,Leff,"Partner, Deerfield Management and Chairman, Deerfield Institute",Deerfield Management Company LP,Active Member Firm
Virginia,Polanski,EA to Scott Bevan,Dell Technologies Capital,Active Member Firm
Ryan,Wexler,,Dell Technologies Capital,Active Member Firm
Diana,Kontsevaia,,Dell Technologies Capital,Active Member Firm
Tyler,Jewell,Managing Director,Dell Technologies Capital,Active Member Firm
Frank,Wang,Principal,Dell Technologies Capital,Active Member Firm
Ronda,Scott,,Dell Technologies Capital,Active Member Firm
Chris,Hillock,,Dell Technologies Capital,Active Member Firm
Victoria,Kinnealey,,Dell Technologies Capital,Active Member Firm
Scott,Darling,Senior Vice President,Dell Technologies Capital,Active Member Firm
Gregg,Adkin,Vice President,Dell Technologies Capital,Active Member Firm
Daniel,Docter,Vice President,Dell Technologies Capital,Active Member Firm
Katie,Beaulieu,Sr. Exec Ast.,Dell Technologies Capital,Active Member Firm
Raman,Khanna,Vice President,Dell Technologies Capital,Active Member Firm
Scott,Bevan,Sr. Director,Dell Technologies Capital,Active Member Firm
Bob,Williams,Partner,Dell Technologies Capital,Active Member Firm
Deepak,Jeevankumar,Managing Director,Dell Technologies Capital,Active Member Firm
Becky,Portillo,,Dell Technologies Capital,Active Member Firm
Radhika,Malik,,Dell Technologies Capital,Active Member Firm
Cory,Tincher,,Detroit Venture Partners,Active Member Firm
Haemi,Kim,Director of Finance,Detroit Venture Partners,Active Member Firm
Lindsey,Kilbride,,Detroit Venture Partners,Active Member Firm
Dan,Gilbert,General Partner,Detroit Venture Partners,Active Member Firm
Jared,Stasik,,Detroit Venture Partners,Active Member Firm
Brian,Hermelin,General Partner,Detroit Venture Partners,Active Member Firm
Ted,Serbinski,Vice President,Detroit Venture Partners,Active Member Firm
Jacob,Cohen,,Detroit Venture Partners,Active Member Firm
Gabe,Karp,Partner,Detroit Venture Partners,Active Member Firm
Kate,Hernandez,,Detroit Venture Partners,Active Member Firm
Detroit,AP,,Detroit Venture Partners,Active Member Firm
Han,Jing,,Differential Ventures,Active Member Firm
Mitchell,Kleinhandler,Partner,Differential Ventures,Active Member Firm
David,Magerman,Managing Partner,Differential Ventures,Active Member Firm
Nick,Adams,Managing Partner,Differential Ventures,Active Member Firm
Daria,Barkai,Administrative Officer,Differential Ventures,Active Member Firm
Michele,Colucci,Managing Partner,DigitalDx Ventures,Active Member Firm
Eileen,Galton,Executive Assistant,"Domain Associates, L.L.C.",Dropped
Brian,Halak,Partner,"Domain Associates, L.L.C.",Dropped
Eckard,Weber,Partner,"Domain Associates, L.L.C.",Dropped
Nimesh,Shah,Partner,"Domain Associates, L.L.C.",Dropped
Kim,Kamdar,Partner,"Domain Associates, L.L.C.",Dropped
Debra,Liebert,Principal,"Domain Associates, L.L.C.",Dropped
Harish,Krishnaswamy,Analyst,"Domain Associates, L.L.C.",Dropped
Dennis,Podlesak,Partner,"Domain Associates, L.L.C.",Dropped
Scott,Borgstrom,IT Director,"Domain Associates, L.L.C.",Dropped
Kelly,Tolles,Executive in Residence,"Domain Associates, L.L.C.",Dropped
James,Blair,Partner,"Domain Associates, L.L.C.",Dropped
Brian,Dovey,Partner,"Domain Associates, L.L.C.",Dropped
Lisa,Kraeutler,Managing Director of Finance & Administration,"Domain Associates, L.L.C.",Dropped
Kathleen,Schoemaker,Partner and CFO,"Domain Associates, L.L.C.",Dropped
Jesse,Treu,Partner Emeritus,"Domain Associates, L.L.C.",Dropped
Nicole,Vitullo,Partner,"Domain Associates, L.L.C.",Dropped
Leena,Gandhi,Senior Accounting Manager,"Domain Associates, L.L.C.",Dropped
Jesse,Posey,Managing Director,Dreamward Ventures,Active Member Firm
Evan,Poncelet,Managing Director,Dreamward Ventures,Active Member Firm
Christina,Perry,CFO,Drive Capital LLC,Active Member Firm
Holly,Revels,Office Manager,Drive Capital LLC,Active Member Firm
Molly,Bonakdarpour,Partner,Drive Capital LLC,Active Member Firm
Isabel,Chirase,"VP, Finance",Drive Capital LLC,Active Member Firm
Yasmine,Lacaillade,,Drive Capital LLC,Active Member Firm
Robert,Hatta,Talent Partner,Drive Capital LLC,Active Member Firm
Mark,Kvamme,Partner,Drive Capital LLC,Active Member Firm
Sarah,Good,Investor Relations,Drive Capital LLC,Active Member Firm
Landon,Campbell,Seed Capital General Manager,Drive Capital LLC,Active Member Firm
Lisa,Rosen,Fund Controller,Drive Capital LLC,Active Member Firm
Annie,Lichtinger,,Drive Capital LLC,Active Member Firm
B.,Pagels-Minor,Founder + General Partner,DVRGNT Ventures,Active Member Firm
Dinou,Dinou,,DVRGNT Ventures,Active Member Firm
Rick,Bolander,Managing Director,eLab Ventures,Active Member Firm
Scott,Chou,Managing Director,eLab Ventures,Active Member Firm
Rick DO NOT USE,Bolander,Managing Director,eLab Ventures,Active Member Firm
Doug,Neal,Managing Director,eLab Ventures,Active Member Firm
Bob,Stefanski,Managing Director,eLab Ventures,Active Member Firm
Paul,Brown,Managing Director,eLab Ventures,Active Member Firm
Jeremiah,Daly,,Elephant Ventures,Active Member Firm
Pat,Cammarata,COO,Elephant Ventures,Active Member Firm
Marcus,Mitrano,,Elephant Ventures,Active Member Firm
Philomena,Kamya,Venture Partner,Elm Street Ventures,Active Member Firm
Rebecca,Frey,Venture Partner,Elm Street Ventures,Active Member Firm
Jonas,Clark,Partner,Elm Street Ventures,Active Member Firm
Rob,Bettigole,Founder and Managing Partner,Elm Street Ventures,Active Member Firm
David,Whittaker,Venture Partner,Elm Street Ventures,Active Member Firm
Barry,Schweitzer,Venture Partner,Elm Street Ventures,Active Member Firm
Chris,McLeod,Managing Partner,Elm Street Ventures,Active Member Firm
Brian,Dixon,Venture Partner,Elm Street Ventures,Active Member Firm
Rick,Stahl,Venture Partner,Elm Street Ventures,Active Member Firm
Paul,Anastas,Science Advisor,Elm Street Ventures,Active Member Firm
Patricia,Johnson,Director of Administration,Emergence Capital Partners,Active Member Firm
Kara,Egan,Principal,Emergence Capital Partners,Active Member Firm
Josephine,Chen,Associate,Emergence Capital Partners,Active Member Firm
Dave,Singer,Chief Financial Officer,Emergence Capital Partners,Active Member Firm
Viviana,Faga,Operating Partner,Emergence Capital Partners,Active Member Firm
Doug,Landis,Growth Partner,Emergence Capital Partners,Active Member Firm
Tammy,Han,Head of Talent,Emergence Capital Partners,Active Member Firm
Julie,Bell,Chief Operating Officer,Emergence Capital Partners,Active Member Firm
Adrian,Mallinger,Executive Assistant,Emergence Capital Partners,Active Member Firm
Erika,Palmer,Executive Assistant,Emergence Capital Partners,Active Member Firm
Zak,Kukoff,Associate,Emergence Capital Partners,Active Member Firm
Patti,Roldan,Executive Assistant & Partner Operations Marketing Manager,Emergence Capital Partners,Active Member Firm
Hari,Mahesh,Partner Operations Manager,Emergence Capital Partners,Active Member Firm
Thomas,Melching,Partner Operations Manager,Emergence Capital Partners,Active Member Firm
Tatiana,Souvenbrie,Office Administrator,Emergence Capital Partners,Active Member Firm
Megan,Harris,Director of Administration,Emergence Capital Partners,Active Member Firm
Perris,Lam,Executive Assistant,Emergence Capital Partners,Active Member Firm
Louis,Corso,Fund Controller,Emergence Capital Partners,Active Member Firm
Yaz,El-Baba,Principal,Emergence Capital Partners,Active Member Firm
Irina,Weintraub,Assistant Controller,Emergence Capital Partners,Active Member Firm
Ryan,Barney,Associate,Emergence Capital Partners,Active Member Firm
Jenny,Ha,Executive Assistant,Emergence Capital Partners,Active Member Firm
Caitlin,Regan,Director of Marketing,Emergence Capital Partners,Active Member Firm
Kate,Sheridan,Executive Assistant,Emergence Capital Partners,Active Member Firm
Wenz,Xing,Associate,Emergence Capital Partners,Active Member Firm
Carlotta,Siniscalco,Partner,Emergence Capital Partners,Active Member Firm
Alyssa,Gutrich,Executive Assistant,Emergence Capital Partners,Active Member Firm
Madeline,Carnow,Executive Assistant,Emergence Capital Partners,Active Member Firm
Sneha,Chidambaram,Associate,Emergence Capital Partners,Active Member Firm
Jessica,Cohen,Associate,Emergence Capital Partners,Active Member Firm
Pardeep,Johal,Executive Assistant & Recruiting Coordinator,Emergence Capital Partners,Active Member Firm
Cristina,Ashbaugh,Head of Content,Emergence Capital Partners,Active Member Firm
Thomas,Kim,Director of Operations,Emergence Capital Partners,Active Member Firm
Andrew,Crinnion,Director of Portfolio Analysis,Emergence Capital Partners,Active Member Firm
Shun,Hagiwara,Associate,Emergence Capital Partners,Active Member Firm
Kyle,Murphy,Associate,Emergence Capital Partners,Active Member Firm
Bruno,Snow,Associate,Emergence Capital Partners,Active Member Firm
Camille,Ricketts,Operating Partner - Marketing,Emergence Capital Partners,Active Member Firm
Yurie,Lee,Executive Assistant,Emergence Capital Partners,Active Member Firm
Kristy,Landers,CFO,Emergence Capital Partners,Active Member Firm
Jason,Green,Founder & General Partner,Emergence Capital Partners,Active Member Firm
Cathy,Minshall,Chief Administrative Officer,Emergence Capital Partners,Active Member Firm
Brian,Jacobs,Founder & General Partner,Emergence Capital Partners,Active Member Firm
Gordon,Ritter,Founder & General Partner,Emergence Capital Partners,Active Member Firm
Richard,Yanowitch,Venture Advisor,Emergence Capital Partners,Active Member Firm
Kevin,Spain,General Partner,Emergence Capital Partners,Active Member Firm
Marsha,McDaniel,Accountant,Emergence Capital Partners,Active Member Firm
Jeff,Stiefler,Venture Advisor,Emergence Capital Partners,Active Member Firm
John,Dillon,Venture Advisor,Emergence Capital Partners,Active Member Firm
Santiago,Subotovsky,General Partner,Emergence Capital Partners,Active Member Firm
Lisa,Conston,Executive Assistant To Jason Green,Emergence Capital Partners,Active Member Firm
Alison,Wagonfeld,Operating Partner,Emergence Capital Partners,Active Member Firm
Sean,Jacobsohn,Venture Partner,Emergence Capital Partners,Active Member Firm
Paula,Brotherson,Finance,Emergence Capital Partners,Active Member Firm
Brandon,Skale,Controller,Emergence Capital Partners,Active Member Firm
Alexandra,Christ,Executive Assistant,Emergence Capital Partners,Active Member Firm
Joe,Floyd,General Partner,Emergence Capital Partners,Active Member Firm
Everett,Cox,Venture Partner,Emergence Capital Partners,Active Member Firm
John,Chen,Associate,Emergence Capital Partners,Active Member Firm
Julia,Mailander,Community Manger,Emergence Capital Partners,Active Member Firm
Jake,Saper,General Partner,Emergence Capital Partners,Active Member Firm
Donna,derAshotian,Director of Finance,Emergence Capital Partners,Active Member Firm
Katie,Woodworth,Events & Community Manager,Emergence Capital Partners,Active Member Firm
Lisa,Conston,Executive Assistant,Emergence Capital Partners,Active Member Firm
Emergence Capital,Billing,,Emergence Capital Partners,Active Member Firm
Sarah,Pinto,"Director, Venture Investing",Emerson Collective,Active Member Firm
Steve,McDermid,"Managing Director, Venture Investing",Emerson Collective,Active Member Firm
